"TIME","GEO","SPECIES","PRES","DEST","UNIT","NATVESSR","Value","Flag and Footnotes"
"2007","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2007","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2007","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Euro","Total","1,029,710",""
"2007","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Tonnes product weight","Total","872",""
"2007","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Euro/Tonne","Total","1,181",""
"2007","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Euro","Total","179,195",""
"2007","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Tonnes product weight","Total","168",""
"2007","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Euro/Tonne","Total","1,066",""
"2007","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Euro","Total","1,518,123",""
"2007","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Tonnes product weight","Total","394",""
"2007","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Euro/Tonne","Total","3,858",""
"2007","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Euro","Total","52,192",""
"2007","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Tonnes product weight","Total","326",""
"2007","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Euro/Tonne","Total","160",""
"2007","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Euro","Total","154,629",""
"2007","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Tonnes product weight","Total","125",""
"2007","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Euro/Tonne","Total","1,242",""
"2007","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Euro","Total","5,643,440",""
"2007","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Tonnes product weight","Total","28,217",""
"2007","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Euro/Tonne","Total","200",""
"2007","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Euro","Total","17,080",""
"2007","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Tonnes product weight","Total","8",""
"2007","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Euro/Tonne","Total","2,162",""
"2007","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Euro","Total","2,249,890",""
"2007","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Tonnes product weight","Total","609",""
"2007","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Euro/Tonne","Total","3,695",""
"2007","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Euro","Total","701,811",""
"2007","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Tonnes product weight","Total","168",""
"2007","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Euro/Tonne","Total","4,170",""
"2007","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Euro","Total","34,095",""
"2007","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Tonnes product weight","Total","227",""
"2007","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Euro/Tonne","Total","150",""
"2007","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Euro","Total","275,268",""
"2007","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Tonnes product weight","Total","2,294",""
"2007","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Euro/Tonne","Total","120",""
"2007","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Euro","Total","7,706",""
"2007","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Tonnes product weight","Total","4",""
"2007","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Euro/Tonne","Total","1,976",""
"2007","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Euro","Total","216,691",""
"2007","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Tonnes product weight","Total","59",""
"2007","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Euro/Tonne","Total","3,648",""
"2008","Finland","Total fishery products","All presentation forms","Human consumption","Euro","Total","14,314,799",""
"2008","Finland","Total fishery products","All presentation forms","Human consumption","Tonnes product weight","Total","41,910",""
"2008","Finland","Total fishery products","All presentation forms","Human consumption","Euro/Tonne","Total","342",""
"2008","Finland","Aquatic animals","All presentation forms","Human consumption","Euro","Total","14,314,799",""
"2008","Finland","Aquatic animals","All presentation forms","Human consumption","Tonnes product weight","Total","41,910",""
"2008","Finland","Aquatic animals","All presentation forms","Human consumption","Euro/Tonne","Total","342",""
"2008","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Euro","Total","7,082,967",""
"2008","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Tonnes product weight","Total","3,098",""
"2008","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Euro/Tonne","Total","2,287",""
"2008","Finland","Finfish","All presentation forms","Human consumption","Euro","Total","14,314,799",""
"2008","Finland","Finfish","All presentation forms","Human consumption","Tonnes product weight","Total","41,910",""
"2008","Finland","Finfish","All presentation forms","Human consumption","Euro/Tonne","Total","342",""
"2008","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Euro","Total","14,314,799",""
"2008","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Tonnes product weight","Total","41,910",""
"2008","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Euro/Tonne","Total","342",""
"2008","Finland","Freshwater fishes","All presentation forms","Human consumption","Euro","Total","2,955,359",""
"2008","Finland","Freshwater fishes","All presentation forms","Human consumption","Tonnes product weight","Total","1,913",""
"2008","Finland","Freshwater fishes","All presentation forms","Human consumption","Euro/Tonne","Total","1,545",""
"2008","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Euro","Total","123,755",""
"2008","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Tonnes product weight","Total","570",""
"2008","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Euro/Tonne","Total","217",""
"2008","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Euro","Total","2,831,603",""
"2008","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Tonnes product weight","Total","1,343",""
"2008","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Euro/Tonne","Total","2,108",""
"2008","Finland","Diadromous fishes","All presentation forms","Human consumption","Euro","Total","4,127,609",""
"2008","Finland","Diadromous fishes","All presentation forms","Human consumption","Tonnes product weight","Total","1,185",""
"2008","Finland","Diadromous fishes","All presentation forms","Human consumption","Euro/Tonne","Total","3,484",""
"2008","Finland","River eels","All presentation forms","Human consumption","Euro","Total",":",""
"2008","Finland","River eels","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2008","Finland","River eels","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2008","Finland","Salmons, trouts, smelts","All presentation forms","Human consumption","Euro","Total","4,127,609",""
"2008","Finland","Salmons, trouts, smelts","All presentation forms","Human consumption","Tonnes product weight","Total","1,185",""
"2008","Finland","Salmons, trouts, smelts","All presentation forms","Human consumption","Euro/Tonne","Total","3,484",""
"2008","Finland","Marine fishes","All presentation forms","Human consumption","Euro","Total","7,231,832",""
"2008","Finland","Marine fishes","All presentation forms","Human consumption","Tonnes product weight","Total","38,813",""
"2008","Finland","Marine fishes","All presentation forms","Human consumption","Euro/Tonne","Total","186",""
"2008","Finland","Flounders, halibuts, soles","All presentation forms","Human consumption","Euro","Total","20,121",""
"2008","Finland","Flounders, halibuts, soles","All presentation forms","Human consumption","Tonnes product weight","Total","7",""
"2008","Finland","Flounders, halibuts, soles","All presentation forms","Human consumption","Euro/Tonne","Total","2,834",""
"2008","Finland","Cods, hakes, haddocks","All presentation forms","Human consumption","Euro","Total",":",""
"2008","Finland","Cods, hakes, haddocks","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2008","Finland","Cods, hakes, haddocks","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2008","Finland","Herrings, sardines, anchovies","All presentation forms","Human consumption","Euro","Total","7,202,246",""
"2008","Finland","Herrings, sardines, anchovies","All presentation forms","Human consumption","Tonnes product weight","Total","38,687",""
"2008","Finland","Herrings, sardines, anchovies","All presentation forms","Human consumption","Euro/Tonne","Total","186",""
"2008","Finland","Marine fishes not identified","All presentation forms","Human consumption","Euro","Total","9,464",""
"2008","Finland","Marine fishes not identified","All presentation forms","Human consumption","Tonnes product weight","Total","118",""
"2008","Finland","Marine fishes not identified","All presentation forms","Human consumption","Euro/Tonne","Total","80",""
"2008","Finland","Northern cods nei - Gadus spp","All presentation forms","Human consumption","Euro","Total",":",""
"2008","Finland","Northern cods nei - Gadus spp","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2008","Finland","Northern cods nei - Gadus spp","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2008","Finland","Atlantic cod - Gadus morhua","All presentation forms","Human consumption","Euro","Total",":",""
"2008","Finland","Atlantic cod - Gadus morhua","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2008","Finland","Atlantic cod - Gadus morhua","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2008","Finland","European eel - Anguilla anguilla","All presentation forms","Human consumption","Euro","Total",":",""
"2008","Finland","European eel - Anguilla anguilla","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2008","Finland","European eel - Anguilla anguilla","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2008","Finland","Freshwater bream - Abramis brama","All presentation forms","Human consumption","Euro","Total","84,224",""
"2008","Finland","Freshwater bream - Abramis brama","All presentation forms","Human consumption","Tonnes product weight","Total","313",""
"2008","Finland","Freshwater bream - Abramis brama","All presentation forms","Human consumption","Euro/Tonne","Total","269",""
"2008","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Euro","Total","134,984",""
"2008","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Tonnes product weight","Total","36",""
"2008","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Euro/Tonne","Total","3,760",""
"2008","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Euro","Total","4,712",""
"2008","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Tonnes product weight","Total","30",""
"2008","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Euro/Tonne","Total","155",""
"2008","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Euro","Total","9,464",""
"2008","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Tonnes product weight","Total","118",""
"2008","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Euro/Tonne","Total","80",""
"2008","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Euro","Total",":",""
"2008","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2008","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2008","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Euro","Total","1,113,296",""
"2008","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Tonnes product weight","Total","827",""
"2008","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Euro/Tonne","Total","1,347",""
"2008","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Euro","Total","189,153",""
"2008","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Tonnes product weight","Total","173",""
"2008","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Euro/Tonne","Total","1,094",""
"2008","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Euro","Total","1,394,171",""
"2008","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Tonnes product weight","Total","308",""
"2008","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Euro/Tonne","Total","4,528",""
"2008","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Euro","Total","34,819",""
"2008","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Tonnes product weight","Total","226",""
"2008","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Euro/Tonne","Total","154",""
"2008","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Euro","Total","158,788",""
"2008","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Tonnes product weight","Total","107",""
"2008","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Euro/Tonne","Total","1,484",""
"2008","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Euro","Total","6,115,600",""
"2008","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Tonnes product weight","Total","30,578",""
"2008","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Euro/Tonne","Total","200",""
"2008","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Euro","Total","20,121",""
"2008","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Tonnes product weight","Total","7",""
"2008","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Euro/Tonne","Total","2,834",""
"2008","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Euro","Total","2,751,375",""
"2008","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Tonnes product weight","Total","619",""
"2008","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Euro/Tonne","Total","4,442",""
"2008","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Euro","Total","934,780",""
"2008","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Tonnes product weight","Total","243",""
"2008","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Euro/Tonne","Total","3,850",""
"2008","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Euro","Total","20,310",""
"2008","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Tonnes product weight","Total","135",""
"2008","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Euro/Tonne","Total","150",""
"2008","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Euro","Total","1,086,646",""
"2008","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Tonnes product weight","Total","8,109",""
"2008","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Euro/Tonne","Total","134",""
"2008","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Euro","Total","35,288",""
"2008","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Tonnes product weight","Total","13",""
"2008","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Euro/Tonne","Total","2,823",""
"2008","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Euro","Total","227,068",""
"2008","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Tonnes product weight","Total","68",""
"2008","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Euro/Tonne","Total","3,359",""
"2009","Finland","Total fishery products","All presentation forms","Human consumption","Euro","Total","12,677,396",""
"2009","Finland","Total fishery products","All presentation forms","Human consumption","Tonnes product weight","Total","27,575",""
"2009","Finland","Total fishery products","All presentation forms","Human consumption","Euro/Tonne","Total","460",""
"2009","Finland","Aquatic animals","All presentation forms","Human consumption","Euro","Total","12,677,396",""
"2009","Finland","Aquatic animals","All presentation forms","Human consumption","Tonnes product weight","Total","27,575",""
"2009","Finland","Aquatic animals","All presentation forms","Human consumption","Euro/Tonne","Total","460",""
"2009","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Euro","Total","7,741,107",""
"2009","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Tonnes product weight","Total","2,992",""
"2009","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Euro/Tonne","Total","2,588",""
"2009","Finland","Finfish","All presentation forms","Human consumption","Euro","Total","12,677,396",""
"2009","Finland","Finfish","All presentation forms","Human consumption","Tonnes product weight","Total","27,575",""
"2009","Finland","Finfish","All presentation forms","Human consumption","Euro/Tonne","Total","460",""
"2009","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Euro","Total","12,677,396",""
"2009","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Tonnes product weight","Total","27,575",""
"2009","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Euro/Tonne","Total","460",""
"2009","Finland","Freshwater fishes","All presentation forms","Human consumption","Euro","Total","3,147,610",""
"2009","Finland","Freshwater fishes","All presentation forms","Human consumption","Tonnes product weight","Total","1,785",""
"2009","Finland","Freshwater fishes","All presentation forms","Human consumption","Euro/Tonne","Total","1,763",""
"2009","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Euro","Total","182,261",""
"2009","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Tonnes product weight","Total","587",""
"2009","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Euro/Tonne","Total","311",""
"2009","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Euro","Total","2,965,350",""
"2009","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Tonnes product weight","Total","1,199",""
"2009","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Euro/Tonne","Total","2,473",""
"2009","Finland","Diadromous fishes","All presentation forms","Human consumption","Euro","Total","4,593,497",""
"2009","Finland","Diadromous fishes","All presentation forms","Human consumption","Tonnes product weight","Total","1,206",""
"2009","Finland","Diadromous fishes","All presentation forms","Human consumption","Euro/Tonne","Total","3,808",""
"2009","Finland","River eels","All presentation forms","Human consumption","Euro","Total",":",""
"2009","Finland","River eels","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2009","Finland","River eels","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2009","Finland","Salmons, trouts, smelts","All presentation forms","Human consumption","Euro","Total","4,593,497",""
"2009","Finland","Salmons, trouts, smelts","All presentation forms","Human consumption","Tonnes product weight","Total","1,206",""
"2009","Finland","Salmons, trouts, smelts","All presentation forms","Human consumption","Euro/Tonne","Total","3,808",""
"2009","Finland","Marine fishes","All presentation forms","Human consumption","Euro","Total","4,936,289",""
"2009","Finland","Marine fishes","All presentation forms","Human consumption","Tonnes product weight","Total","24,584",""
"2009","Finland","Marine fishes","All presentation forms","Human consumption","Euro/Tonne","Total","201",""
"2009","Finland","Flounders, halibuts, soles","All presentation forms","Human consumption","Euro","Total","28,482",""
"2009","Finland","Flounders, halibuts, soles","All presentation forms","Human consumption","Tonnes product weight","Total","9",""
"2009","Finland","Flounders, halibuts, soles","All presentation forms","Human consumption","Euro/Tonne","Total","3,030",""
"2009","Finland","Cods, hakes, haddocks","All presentation forms","Human consumption","Euro","Total","30,042",""
"2009","Finland","Cods, hakes, haddocks","All presentation forms","Human consumption","Tonnes product weight","Total","10",""
"2009","Finland","Cods, hakes, haddocks","All presentation forms","Human consumption","Euro/Tonne","Total","2,945",""
"2009","Finland","Herrings, sardines, anchovies","All presentation forms","Human consumption","Euro","Total","4,862,800",""
"2009","Finland","Herrings, sardines, anchovies","All presentation forms","Human consumption","Tonnes product weight","Total","24,485",""
"2009","Finland","Herrings, sardines, anchovies","All presentation forms","Human consumption","Euro/Tonne","Total","199",""
"2009","Finland","Marine fishes not identified","All presentation forms","Human consumption","Euro","Total","14,964",""
"2009","Finland","Marine fishes not identified","All presentation forms","Human consumption","Tonnes product weight","Total","79",""
"2009","Finland","Marine fishes not identified","All presentation forms","Human consumption","Euro/Tonne","Total","190",""
"2009","Finland","Northern cods nei - Gadus spp","All presentation forms","Human consumption","Euro","Total",":",""
"2009","Finland","Northern cods nei - Gadus spp","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2009","Finland","Northern cods nei - Gadus spp","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2009","Finland","Atlantic cod - Gadus morhua","All presentation forms","Human consumption","Euro","Total","30,042",""
"2009","Finland","Atlantic cod - Gadus morhua","All presentation forms","Human consumption","Tonnes product weight","Total","10",""
"2009","Finland","Atlantic cod - Gadus morhua","All presentation forms","Human consumption","Euro/Tonne","Total","2,945",""
"2009","Finland","European eel - Anguilla anguilla","All presentation forms","Human consumption","Euro","Total",":",""
"2009","Finland","European eel - Anguilla anguilla","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2009","Finland","European eel - Anguilla anguilla","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2009","Finland","Freshwater bream - Abramis brama","All presentation forms","Human consumption","Euro","Total","137,970",""
"2009","Finland","Freshwater bream - Abramis brama","All presentation forms","Human consumption","Tonnes product weight","Total","332",""
"2009","Finland","Freshwater bream - Abramis brama","All presentation forms","Human consumption","Euro/Tonne","Total","416",""
"2009","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Euro","Total","230,408",""
"2009","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Tonnes product weight","Total","58",""
"2009","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Euro/Tonne","Total","3,993",""
"2009","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Euro","Total","3,930",""
"2009","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Tonnes product weight","Total","26",""
"2009","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Euro/Tonne","Total","150",""
"2009","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Euro","Total","14,964",""
"2009","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Tonnes product weight","Total","79",""
"2009","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Euro/Tonne","Total","190",""
"2009","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Euro","Total","28,482",""
"2009","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Tonnes product weight","Total","9",""
"2009","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Euro/Tonne","Total","3,030",""
"2009","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Euro","Total","935,110",""
"2009","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Tonnes product weight","Total","633",""
"2009","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Euro/Tonne","Total","1,477",""
"2009","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Euro","Total","236,540",""
"2009","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Tonnes product weight","Total","201",""
"2009","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Euro/Tonne","Total","1,177",""
"2009","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Euro","Total","1,563,293",""
"2009","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Tonnes product weight","Total","307",""
"2009","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Euro/Tonne","Total","5,091",""
"2009","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Euro","Total","40,360",""
"2009","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Tonnes product weight","Total","229",""
"2009","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Euro/Tonne","Total","176",""
"2009","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Euro","Total","212,604",""
"2009","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Tonnes product weight","Total","119",""
"2009","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Euro/Tonne","Total","1,781",""
"2009","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Euro","Total","4,862,800",""
"2009","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Tonnes product weight","Total","24,485",""
"2009","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Euro/Tonne","Total","199",""
"2009","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Euro","Total",":",""
"2009","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2009","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2009","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Euro","Total","2,940,653",""
"2009","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Tonnes product weight","Total","640",""
"2009","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Euro/Tonne","Total","4,592",""
"2009","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Euro","Total","1,095,885",""
"2009","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Tonnes product weight","Total","249",""
"2009","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Euro/Tonne","Total","4,410",""
"2009","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Euro","Total","43,807",""
"2009","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Tonnes product weight","Total","125",""
"2009","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Euro/Tonne","Total","350",""
"2009","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Euro","Total",":",""
"2009","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2009","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2009","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Euro","Total","17,064",""
"2009","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Tonnes product weight","Total","9",""
"2009","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Euro/Tonne","Total","1,896",""
"2009","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Euro","Total","283,484",""
"2009","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Tonnes product weight","Total","64",""
"2009","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Euro/Tonne","Total","4,450",""
"2010","Finland","Total fishery products","All presentation forms","Human consumption","Euro","Total","13,130,697",""
"2010","Finland","Total fishery products","All presentation forms","Human consumption","Tonnes product weight","Total","26,631",""
"2010","Finland","Total fishery products","All presentation forms","Human consumption","Euro/Tonne","Total","493",""
"2010","Finland","Aquatic animals","All presentation forms","Human consumption","Euro","Total","13,130,697",""
"2010","Finland","Aquatic animals","All presentation forms","Human consumption","Tonnes product weight","Total","26,631",""
"2010","Finland","Aquatic animals","All presentation forms","Human consumption","Euro/Tonne","Total","493",""
"2010","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Euro","Total","8,558,812",""
"2010","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Tonnes product weight","Total","3,884",""
"2010","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Euro/Tonne","Total","2,204",""
"2010","Finland","Finfish","All presentation forms","Human consumption","Euro","Total","13,130,697",""
"2010","Finland","Finfish","All presentation forms","Human consumption","Tonnes product weight","Total","26,631",""
"2010","Finland","Finfish","All presentation forms","Human consumption","Euro/Tonne","Total","493",""
"2010","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Euro","Total","13,130,697",""
"2010","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Tonnes product weight","Total","26,631",""
"2010","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Euro/Tonne","Total","493",""
