"Year","Species","Metric.Tons","Pounds","LandedValue"
2005,"WENCHMAN",4.9,10882,14601
2005,"WHELK, KNOBBED",16.9,37301,12077
2005,"WHITEFISH, LAKE",3874.2,8541033,6768545
2005,"WHITEFISH, ROUND",55.6,122477,80543
2005,"WOLF-EEL",0.5,1110,484
2005,"WOLFFISH, ATLANTIC",109.6,241622,132033
2005,"YELLOWTAIL JACK",9.8,21589,28223
2006,"ABALONES",0.5,1185,4815
2006,"ALEWIFE",697.1,1536907,359139
2006,"ALFONSIN",0,3,7
2006,"AMBERJACK",81.6,179889,144913
2006,"AMBERJACK, GREATER",466.5,1028371,1095435
2006,"AMBERJACK, LESSER",19.5,42976,50980
2006,"ANCHOVY, NORTHERN",12951.7,28553283,1334990
2006,"ATKA MACKEREL",59336.9,130814167,15702548
2006,"BALLYHOO",467.5,1030683,807559
2006,"BARRACUDA, PACIFIC",25.5,56178,39466
2006,"BARRACUDAS",61.8,136242,112219
2006,"BARRELFISH",6.5,14361,28213
2006,"BASS, LONGTAIL",0.2,462,444
2006,"BASS, ROCK",1.1,2366,2108
2006,"BASS, STRIPED",2978.4,6566182,14425897
2006,"BASS, WHITE",159,350604,255305
2006,"BIGEYE",2.3,4998,4341
2006,"BILLFISHES",0.1,271,347
2006,"BLACK DRIFTFISH",1.5,3380,4560
2006,"BLOODWORMS",210.6,464295,5187629
2006,"BLUEFISH",3202.4,7060076,2568756
2006,"BONITO, ATLANTIC",26.2,57678,79779
2006,"BONITO, PACIFIC",2490.5,5490630,1530013
2006,"BOWFIN",64.1,141285,156642
2006,"BROTULA, BEARDED",4.7,10451,11363
2006,"BUFFALOFISHES",1866.4,4114643,902717
2006,"BURBOT",8.3,18358,7997
2006,"BUTTERFISH",905.8,1996896,1075308
2006,"BUTTERFLYFISHES",0.2,403,399
2006,"CABEZON",50.3,110917,509415
2006,"CARP, COMMON",545.8,1203195,185201
2006,"CARP, GRASS",31.6,69768,13389
2006,"CARPS AND MINNOWS",18.6,41040,182450
2006,"CATFISH, BLUE",1546.8,3410104,1637898
2006,"CATFISH, CHANNEL",510,1124456,573454
2006,"CATFISH, FLATHEAD",147.4,324919,161100
2006,"CATFISHES & BULLHEADS",1566.5,3453484,2348558
2006,"CHUBS",836.5,1844130,1308258
2006,"CLAM, ARC, BLOOD",15.8,34910,5632
2006,"CLAM, ATLANTIC JACKKNIFE",66.5,146687,671803
2006,"CLAM, ATLANTIC SURF",22302.6,49168247,29242955
2006,"CLAM, BUTTER",7.3,16054,16155
2006,"CLAM, MANILA",848.7,1871134,30818049
2006,"CLAM, NORTHERN QUAHOG",4503.3,9927881,49420090
2006,"CLAM, OCEAN QUAHOG",8185.4,18045588,12216147
2006,"CLAM, PACIFIC GEODUCK",1327,2925511,26417336
2006,"CLAM, PACIFIC LITTLENECK",15.9,35124,98457
2006,"CLAM, PACIFIC RAZOR",35.4,78100,290531
2006,"CLAM, PACIFIC, GAPER",1,2183,3953
2006,"CLAM, QUAHOG",277.2,611152,4171818
2006,"CLAM, SOFTSHELL",2807.1,6188617,36820168
2006,"CLAMS OR BIVALVES",11347.9,25017539,14169330
2006,"COBIA",82.8,182470,388090
2006,"COCKLE, NUTTALL",19.9,43789,50333
2006,"COD, ATLANTIC",5710,12588182,20440902
2006,"COD, PACIFIC",235290.4,518721200,197236979
2006,"CRAB, ATLANTIC ROCK",1663.6,3667515,1625791
2006,"CRAB, BLUE",74267,163728980,119904669
2006,"CRAB, BLUE, PEELER",858.4,1892327,3626396
2006,"CRAB, BLUE, SOFT",194.6,428995,1996919
2006,"CRAB, BLUE, SOFT AND PEELER",32.5,71627,506110
2006,"CRAB, DEEPSEA GOLDEN",222.2,489792,779252
2006,"CRAB, DEEPSEA RED",1715.7,3782418,3437629
2006,"CRAB, DUNGENESS",40321.7,88893305,148983061
2006,"CRAB, FLORIDA STONE CLAWS",2223.5,4901888,24616692
2006,"CRAB, GREEN",16.8,37030,44864
2006,"CRAB, HORSESHOE",612.4,1350094,719819
2006,"CRAB, JONAH",3043.5,6709617,3062395
2006,"CRAB, KING",9816.5,21641470,67060178
2006,"CRAB, RED ROCK",524.4,1156105,1472682
2006,"CRAB, SNOW",17245.5,38019384,30453809
2006,"CRAB, SOUTHERN TANNER",2042,4501816,6261550
2006,"CRABS ",2665.7,5876886,3838984
2006,"CRAPPIE",3.4,7409,9828
2006,"CRAYFISHES OR CRAWFISHES",719,1585195,1448846
2006,"CROAKER, ATLANTIC",9397.6,20717889,9590695
2006,"CROAKER, PACIFIC WHITE",36.7,80919,57839
2006,"CUNNER",2.1,4520,9473
2006,"CUSK",65.6,144579,110502
2006,"CUTLASSFISH, ATLANTIC",23.6,52049,66770
2006,"DEALFISH",0,1,1
2006,"DOLPHINFISH",929.3,2048636,4861997
2006,"DORY, AMERICAN JOHN",22.4,49483,41358
2006,"DRUM, BLACK",2000.2,4409563,3476640
2006,"DRUM, FRESHWATER",439.8,969508,142759
2006,"DRUM, RED",87.8,193542,264975
2006,"DRUMS",1.9,4259,2070
2006,"ECHINODERM",0.4,814,2913
2006,"EEL, AMERICAN",346.3,763422,2027823
2006,"EEL, CONGER",37.4,82449,40896
2006,"EEL, MORAYS",0.1,183,255
2006,"EELS",2.1,4628,21630
2006,"EELS, SNAKE",0.4,787,805
2006,"EMPERORS",0.8,1684,4140
2006,"ESCOLAR",47.7,105268,79849
2006,"FINFISHES, UNC BAIT AND ANIMAL FOOD",889.6,1961190,520607
2006,"FINFISHES, UNC FOR FOOD",1682.4,3708970,1212961
2006,"FINFISHES, UNC GENERAL",2519.6,5554779,4130793
2006,"FLATFISH",4598.6,10138147,4475247
2006,"FLOUNDER, ARROWTOOTH",24047.5,53015073,3924300
2006,"FLOUNDER, FOURSPOT",5.6,12452,7550
2006,"FLOUNDER, PACIFIC, SANDDAB",136.9,301787,145164
2006,"FLOUNDER, SOUTHERN",1075.8,2371759,4962489
2006,"FLOUNDER, STARRY",120.4,265460,122108
2006,"FLOUNDER, SUMMER",6331.9,13959339,29764388
2006,"FLOUNDER, WINDOWPANE",102.5,225903,111430
2006,"FLOUNDER, WINTER",2744.7,6050949,12116863
2006,"FLOUNDER, WITCH",1863.2,4107718,8086601
2006,"FLOUNDER, YELLOWTAIL",1935.2,4266237,7088929
2006,"FLOUNDER,ATLANTIC,PLAICE",1106.4,2439208,4162126
2006,"FLOUNDER,PACIFIC,SANDDAB",253.7,559204,248964
2006,"FLOUNDERS, RIGHTEYE",0.6,1215,540
2006,"GAG",927.7,2045209,6134179
2006,"GARS",274.2,604578,510374
2006,"GLASSEYE SNAPPER",1.4,3050,9779
2006,"GOATFISHES",13.9,30672,92602
2006,"GOLDFISH",51.6,113729,41545
2006,"GOOSEFISH",14582.6,32148893,33574743
2006,"GRAYSBY",0,41,92
2006,"GREENLING, KELP",16.1,35589,170656
2006,"GRENADIERS",122.6,270205,39147
2006,"GROUPER, BLACK",138.8,305956,890067
2006,"GROUPER, MARBLED",0.6,1312,2688
2006,"GROUPER, MISTY",0.2,430,1079
2006,"GROUPER, RED",2904.8,6404030,15264572
2006,"GROUPER, SNOWY",200.7,442447,1117489
2006,"GROUPER, WARSAW",63.9,140981,312911
2006,"GROUPER, YELLOWEDGE",393.7,868014,2398129
2006,"GROUPER, YELLOWFIN",4.4,9674,30016
2006,"GROUPER, YELLOWMOUTH",0,96,251
2006,"GROUPERS",24,53006,199596
2006,"GRUNT, WHITE",16,35219,40313
2006,"GRUNTS",108.7,239567,215375
2006,"HADDOCK",3266.3,7200995,11424257
2006,"HAGFISHES",895.4,1973964,965505
2006,"HAKE, ATLANTIC, RED/WHITE",6.1,13389,13090
2006,"HAKE, OFFSHORE SILVER",37,81602,43163
2006,"HAKE, PACIFIC (WHITING)",253142.3,558077526,34425260
2006,"HAKE, RED",452.4,997389,396955
2006,"HAKE, SILVER",5491.7,12107007,6576861
2006,"HAKE, WHITE",1700.5,3749005,4263228
2006,"HALIBUT, ATLANTIC",15.9,35019,156125
2006,"HALIBUT, CALIFORNIA",326.6,720065,2696519
2006,"HALIBUT, GREENLAND",1775,3913134,552284
2006,"HALIBUT, PACIFIC",32593.6,71855952,201974407
2006,"HARVESTFISH",49,108004,132583
2006,"HERRING, ATLANTIC",120833,266388473,167561313
2006,"HERRING, ATLANTIC THREAD",233.4,514476,96585
2006,"HERRING, BLUEBACK",6.1,13408,3326
2006,"HERRING, LAKE OR CISCO",221.2,487566,239638
2006,"HERRING, PACIFIC",37159.5,81921750,8038802
2006,"HERRINGS",392.9,866203,169084
2006,"HIND, RED",8.3,18372,45320
2006,"HIND, ROCK",13.9,30702,108978
2006,"HIND, SPECKLED",36.9,81376,185944
2006,"HOGFISH",22.9,50389,129442
2006,"JACK MACKEREL",1168.9,2576919,200377
2006,"JACK, ALMACO",57.5,126860,106983
2006,"JACK, BAR",15.3,33695,27826
2006,"JACK, BLACK",0.2,367,543
2006,"JACK, CREVALLE",259.3,571608,420528
2006,"JACK, HORSE-EYE",0.1,212,180
2006,"JACKS",49.1,108215,109275
2006,"JOBFISH, GREEN (UKU)",64.5,142230,443511
2006,"KING WHITING",560.6,1235932,1233750
2006,"LADYFISH",804.2,1772893,1056400
2006,"LAUNCE, AMERICAN SAND",2.1,4537,20143
2006,"LEATHER-SKIN",0.2,420,762
2006,"LEATHERJACKETS",134.4,296325,362109
2006,"LIMPETS",2.3,5072,57043
2006,"LINGCOD",259.2,571426,579657
2006,"LOBSTER, AMERICAN",43599.3,96118933,404394801
2006,"LOBSTER, BANDED SPINY",2.8,6178,59527
2006,"LOBSTER, CALIFORNIA SPINY",402,886349,8110562
2006,"LOBSTER, CARIBBEAN SPINY",2165.5,4773995,27329248
2006,"LOBSTER, SLIPPER",2.1,4632,17976
2006,"LOOKDOWN",12.5,27501,25301
2006,"MACKEREL, ATLANTIC",56639.8,124868012,23882808
2006,"MACKEREL, CHUB",6282.3,13850026,866851
2006,"MACKEREL, FRIGATE",0,88,285
2006,"MACKEREL, KING",479.3,1056599,1231698
2006,"MACKEREL, KING AND CERO",2354.8,5191465,8175743
2006,"MACKEREL, SPANISH",2412.5,5318525,3636926
2006,"MANTIS SHRIMPS",0.9,1938,2874
2006,"MARGATE",16.2,35656,22324
2006,"MARLIN, BLACK",4.2,9245,9873
2006,"MARLIN, BLUE",443.3,977265,969151
2006,"MARLIN, STRIPED",676,1490250,1601999
2006,"MENHADEN",592684.5,1306632328,70553063
2006,"MOJARRAS",251.5,554403,608291
2006,"MOLLUSKS",34.1,75286,214093
2006,"MOONFISH, ATLANTIC",24,52855,50463
2006,"MULLET, STRIPED (LIZA)",6966.5,15358408,10952288
2006,"MULLET, WHITE",142.3,313671,176037
2006,"MULLETS",188.8,416174,315083
2006,"MUMMICHOG",2.1,4674,309835
2006,"MUSSEL, BLUE",3357.4,7401697,9538090
2006,"MUSSEL, CALIFORNIA",0.1,156,579
2006,"OCEAN SUNFISH",0,77,9
2006,"OCTOPUS",17.7,38934,81216
2006,"OILFISH",198.9,438594,859092
2006,"OPAH",495.9,1093224,1905999
2006,"OYSTER, EASTERN",9872.9,21765738,82568612
2006,"OYSTER, EUROPEAN FLAT",6.5,14270,261059
2006,"OYSTER, OLYMPIA",9,19943,985336
2006,"OYSTER, PACIFIC",5667.4,12494269,38068410
2006,"PARROTFISHES",12.4,27340,87741
2006,"PERCH, WHITE",652.8,1439103,1032808
2006,"PERCH, YELLOW",784.5,1729401,3663985
2006,"PERIWINKLES",55.7,122795,267168
2006,"PERMIT",6.8,15049,25580
2006,"PIGFISH",22.5,49665,56474
2006,"PINFISH",57.3,126268,322586
2006,"PINFISH, SPOTTAIL",8.7,19172,20067
2006,"POLLOCK",6058.9,13357378,7839988
2006,"POLLOCK, WALLEYE",1542598,3400811603,329878840
2006,"POMFRETS",264.9,584071,1328475
2006,"POMPANO, AFRICAN",2.5,5449,10166
2006,"POMPANO, FLORIDA",223.4,492533,1721030
2006,"PORGY, JOLTHEAD",3,6519,6367
2006,"PORGY, KNOBBED",11.8,25949,23842
2006,"PORGY, RED",80.8,178210,232607
2006,"PORGY, WHITEBONE",0.3,652,415
2006,"POUT, OCEAN",4.5,10008,6082
2006,"PRICKLEBACK, MONKEYFACE",0,63,186
2006,"PUFFER, NOTHERN",1,2194,3196
2006,"PUFFERS",3.7,8094,6332
2006,"QUILLBACK",139.3,307041,29992
2006,"RAY,STINGRAYS",0.6,1288,429
2006,"RAYS",8,17725,2749
2006,"REDFISH, ACADIAN",499.3,1100665,797385
2006,"ROCKFISH, AURORA",0.4,847,800
2006,"ROCKFISH, BANK",35.4,77978,66256
2006,"ROCKFISH, BLACK",159.7,352078,601689
2006,"ROCKFISH, BLACK-AND-YELLOW",8.3,18388,129923
2006,"ROCKFISH, BLACKGILL",66.4,146426,165482
2006,"ROCKFISH, BLUE",20.6,45379,66194
2006,"ROCKFISH, BOCACCIO",4.9,10812,15367
2006,"ROCKFISH, BRONZESPOTTED",0.1,207,469
2006,"ROCKFISH, BROWN",20.6,45321,272157
2006,"ROCKFISH, CANARY",15.5,34175,17081
2006,"ROCKFISH, CHILIPEPPER",38.2,84243,58598
2006,"ROCKFISH, CHINA",3,6570,46864
2006,"ROCKFISH, COPPER",3.8,8336,32441
2006,"ROCKFISH, DARKBLOTCHED",98.5,217211,104421
2006,"ROCKFISH, FLAG",0.2,535,809
2006,"ROCKFISH, GOPHER",15.6,34308,242595
2006,"ROCKFISH, GRASS",17.7,39041,379799
2006,"ROCKFISH, GREENBLOTCHED",0.4,986,1042
2006,"ROCKFISH, GREENSPOTTED",0.2,459,890
2006,"ROCKFISH, GREENSTRIPED",0.1,180,101
2006,"ROCKFISH, KELP",0.7,1568,9385
2006,"ROCKFISH, OLIVE",1.2,2559,4578
2006,"ROCKFISH, PACIFIC OCEAN PERCH",23192.2,51129477,10538327
2006,"ROCKFISH, REDBANDED",0.5,1077,1336
2006,"ROCKFISH, REDSTRIPE",0,44,18
2006,"ROCKFISH, ROSY",0.4,774,287
2006,"ROCKFISH, SHARPCHIN",0,22,13
2006,"ROCKFISH, SHORTBELLY",0.1,132,45
2006,"ROCKFISH, SPECKLED",0.3,708,792
2006,"ROCKFISH, SPLITNOSE",8.3,18264,6175
2006,"ROCKFISH, STARRY",0.1,291,701
2006,"ROCKFISH, SWORDSPINE",0,26,26
2006,"ROCKFISH, TREEFISH",0.8,1657,13938
2006,"ROCKFISH, VERMILION",17.6,38701,90939
2006,"ROCKFISH, WIDOW",130.2,286952,126945
2006,"ROCKFISH, YELLOWEYE",3.8,8315,8333
2006,"ROCKFISH, YELLOWTAIL",425.8,938796,437290
2006,"ROCKFISHES",11763.5,25933850,9016480
2006,"ROSEFISH, BLACKBELLY",22.1,48745,57484
2006,"RUDDERFISH, BANDED",15.9,34956,27864
2006,"RUNNER, BLUE",123.4,272139,199553
2006,"RUNNER, RAINBOW",0.8,1768,3618
2006,"SABLEFISH",21421.9,47226634,132156202
2006,"SAILFISH",8.4,18442,15460
2006,"SALMON, CHINOOK",7662.2,16892108,43746254
2006,"SALMON, CHUM",68601.4,151238552,45126082
2006,"SALMON, COHO",15893.5,35038845,34766161
2006,"SALMON, PINK",100589.9,221760576,27751421
2006,"SALMON, SOCKEYE",108245.2,238637406,159474687
2006,"SAND PERCH",0.8,1759,3275
2006,"SANDWORMS",149,328499,1756366
2006,"SARDINE, PACIFIC",84809.7,186971512,9290728
2006,"SARDINE, SPANISH",1021,2251004,374362
2006,"SCAD, BIGEYE",183.5,404544,821654
2006,"SCAD, MACKEREL",89,196242,448969
2006,"SCADS",325,716406,460502
2006,"SCALLOP, BAY",41.8,92186,1233537
2006,"SCALLOP, SEA",27271.5,60122764,386341021
2006,"SCALLOPS",0.1,180,1574
2006,"SCAMP",271.8,599270,1893966
2006,"SCORPIONFISH, SPINYCHEEK",0.2,550,558
2006,"SCORPIONFISHES",6,13318,31209
2006,"SCULPINS",262.5,578652,26279
2006,"SCUP",4108.3,9057067,8344552
2006,"SCUPS OR PORGIES",111.4,245513,257707
2006,"SEA BASS, BANK",0.4,901,1619
2006,"SEA BASS, BLACK",1380.9,3044278,8078727
2006,"SEA BASS, GIANT",2.7,5928,11950
2006,"SEA BASS, ROCK",0.3,583,205
2006,"SEA CATFISHES",3.9,8653,2485
2006,"SEA CHUBS",15.8,34759,35675
2006,"SEA CUCUMBER",505.7,1114961,1707051
2006,"SEA RAVEN",0.7,1536,1107
2006,"SEA URCHINS",7163,15791634,10711667
2006,"SEABASS, WHITE",182.9,403288,799026
2006,"SEAROBINS",16.8,37121,9689
2006,"SEATROUT, SAND",28.8,63483,44560
2006,"SEATROUT, SPOTTED",195.6,431206,628592
2006,"SEAWEED, KELP",2922.2,6442275,8524
2006,"SEAWEEDS",69,152090,86653
2006,"SHAD, AMERICAN",336.4,741736,649069
2006,"SHAD, GIZZARD",730.7,1610814,693410
2006,"SHAD, HICKORY",37.5,82597,21085
2006,"SHARK, ATLANTIC SHARPNOSE",312.6,689180,267047
2006,"SHARK, BIGEYE THRESHER",4.1,8973,4176
2006,"SHARK, BLACKNOSE",46.6,102661,42955
2006,"SHARK, BLACKTIP",779,1717458,541343
2006,"SHARK, BLUE",0.2,511,310
2006,"SHARK, BONNETHEAD",8.7,19136,9452
2006,"SHARK, BULL",92,202727,61718
2006,"SHARK, DOGFISH",287.2,633075,203039
2006,"SHARK, DUSKY",0,33,17
2006,"SHARK, FINETOOTH",32,70502,29923
2006,"SHARK, HAMMERHEAD",94.3,207800,61279
2006,"SHARK, LEMON",41,90485,23771
2006,"SHARK, LEOPARD",11,24351,21173
2006,"SHARK, LONGFIN MAKO",0,1,1
2006,"SHARK, MAKOS",100.1,220574,146884
2006,"SHARK, PACIFIC ANGEL",14.8,32694,18348
2006,"SHARK, PORBEAGLE",1.8,3941,2245
2006,"SHARK, SAND TIGER",1,2310,388
2006,"SHARK, SANDBAR",949.6,2093540,694853
2006,"SHARK, SHORTFIN MAKO",100.8,222248,183113
2006,"SHARK, SMOOTH DOGFISH",406.8,896927,298320
2006,"SHARK, SOUPFIN",29.2,64383,40790
2006,"SHARK, SPINNER",22,48514,17502
2006,"SHARK, SPINY DOGFISH",2738.4,6037054,1362343
2006,"SHARK, THRESHER",175,385725,313190
2006,"SHARK, TIGER",32.7,72177,21994
2006,"SHARK, WHITE",0.1,122,31
2006,"SHARKS",659.6,1454110,3635488
2006,"SHEEPHEAD, CALIFORNIA",38.8,85454,367379
2006,"SHEEPSHEAD",545.1,1201676,672101
2006,"SHELLFISH",9351.7,20616832,17793235
2006,"SHRIMP, BLUE MUD",1.2,2575,3300
2006,"SHRIMP, BRINE",322.8,711545,363981
2006,"SHRIMP, BROWN",65644.8,144720578,181510196
2006,"SHRIMP, GHOST",14,30874,71585
2006,"SHRIMP, MARINE, OTHER",1550,3417238,11978966
2006,"SHRIMP, OCEAN",8491.7,18720790,6657878
2006,"SHRIMP, PACIFIC ROCK",73.1,161136,324375
2006,"SHRIMP, PENAEID",674.1,1486030,4667755
2006,"SHRIMP, PINK",4712.1,10388230,21382724
2006,"SHRIMP, ROCK",1573.9,3469840,5028137
2006,"SHRIMP, ROYAL RED",206,454220,1162564
2006,"SHRIMP, SEABOB",769.6,1696749,767267
2006,"SHRIMP, SPOT",143.7,316756,3504526
2006,"SHRIMP, WHITE",66639,146912288,215552766
2006,"SHRIMP,PANDALID",2014.5,4441101,1606775
2006,"SILVERSIDES",2.9,6500,6568
2006,"SKATE, BIG",0.1,176,62
2006,"SKATE, LITTLE",3141.3,6925310,578730
2006,"SKATES",21733.9,47914528,8694066
2006,"SKIPPERS",6,13220,3294
2006,"SMELT, EULACHON",6.6,14477,29533
2006,"SMELT, RAINBOW",312.8,689667,348010
2006,"SMELTS",209.2,461306,181819
2006,"SNAILS (CONCHS)",289.7,638750,1032049
2006,"SNAKE MACKEREL",0,1,2
2006,"SNAPPER, BLACK",3.1,6739,9318
2006,"SNAPPER, BLACKFIN",3.6,7896,17466
2006,"SNAPPER, CUBERA",1.9,4237,7233
2006,"SNAPPER, DOG",0.9,2009,2013
2006,"SNAPPER, GRAY",134.1,295661,622912
2006,"SNAPPER, LANE",25.7,56574,112239
2006,"SNAPPER, MUTTON",129.7,286045,605690
2006,"SNAPPER, QUEEN",4.9,10730,26476
2006,"SNAPPER, RED",2138.7,4715060,13428037
2006,"SNAPPER, SILK",18.7,41228,111594
2006,"SNAPPER, VERMILION",1137.7,2508280,6201890
2006,"SNAPPER, YELLOWTAIL",561.1,1237079,3139035
2006,"SNAPPERS",120.7,266149,1364720
2006,"SOLE, CURLFIN",0.2,418,137
2006,"SOLE, DOVER",6032.7,13299647,4913173
2006,"SOLE, ENGLISH",1040.9,2294807,751467
2006,"SOLE, FLATHEAD",16422,36203871,7010190
2006,"SOLE, PETRALE",2595.9,5722915,5800324
2006,"SOLE, REX",4673.4,10303039,2187467
2006,"SOLE, ROCK",34246.7,75500282,19561300
2006,"SOLE, SAND",48.4,106750,71283
2006,"SOLE, YELLOWFIN",90571,199672876,33713740
2006,"SPADEFISHES",25.9,56993,26187
2006,"SPEARFISHES",164.6,362830,378405
2006,"SPONGE, GRASS",31.7,69963,86457
2006,"SPONGE, SHEEPSWOOL",48.2,106315,337817
2006,"SPONGE, YELLOW",60.2,132755,216436
2006,"SPONGES",13.6,29891,15971
2006,"SPOT",1430.3,3153216,2850243
2006,"SQUID, CALIFORNIA MARKET",49178.3,108418590,26959806
2006,"SQUID, JUMBO",2160,4762008,203802
2006,"SQUID, LONGFIN",15888.1,35026803,27845925
2006,"SQUID, NORTHERN SHORTFIN",9084.8,20028367,6159396
2006,"SQUID, ROBUST CLUBHOOK",12.6,27774,8332
2006,"SQUIDS",131.5,289826,123034
2006,"SQUIRRELFISHES",14.3,31568,108465
2006,"STURGEON, GREEN",3.1,6856,5108
2006,"STURGEON, WHITE",158.4,349219,708647
2006,"SUCKERS",76.2,167976,42148
2006,"SUNFISHES",1.9,4085,5036
2006,"SURFPERCHES",16.5,36412,70921
2006,"SURGEONFISHES",29.8,65709,110789
2006,"SWORDFISH",2671.7,5889999,13218580
2006,"TARPON, HAWAIIAN",0.5,1016,1021
2006,"TAUTOG",156.3,344684,711906
2006,"THORNYHEAD, SHORTSPINE",663.3,1462219,2108143
2006,"THREADFINS",0.2,366,1830
2006,"THRESHER SHARKS",35.3,77841,32822
2006,"TILAPIAS",49.2,108388,77976
2006,"TILEFISH, BLUELINE",144.3,318098,357831
2006,"TILEFISH, GOLDEN",1192.5,2628981,6001116
2006,"TILEFISH, GOLDFACE",13,28710,41311
2006,"TILEFISH, SAND",1.2,2724,3886
2006,"TILEFISHES",0.5,1081,1004
2006,"TOADFISHES",1.5,3364,5060
2006,"TRIGGERFISH, GRAY",14.8,32702,29997
2006,"TRIPLETAIL",4.1,8945,13804
2006,"TROUT, LAKE",219.4,483656,168280
2006,"TROUT, RAINBOW",179.7,396258,485813
2006,"TUNA, ALBACORE",13166.5,29026762,25147641
2006,"TUNA, BIGEYE",5069.6,11176542,37406117
2006,"TUNA, BLACKFIN",15.3,33829,62913
2006,"TUNA, BLUEFIN",245.8,541870,3110234
2006,"TUNA, BLUEFIN PACIFIC",0.8,1683,3776
2006,"TUNA, KAWAKAWA",1.3,2920,5325
2006,"TUNA, LITTLE TUNNY",288,634968,202720
2006,"TUNA, SKIPJACK",442.6,975754,1238292
2006,"TUNA, YELLOWFIN",3368.2,7425580,19137373
2006,"TUNAS",2.6,5771,9658
2006,"TURTLE, SLIDERS",1.3,2846,1752
2006,"TURTLE, SNAPPING",26.5,58484,63275
2006,"TURTLE, SOFT-SHELL",0.4,957,961
2006,"TURTLE, TERRAPIN",1.5,3389,10409
2006,"WAHOO",481.4,1061389,2551102
2006,"WALLEYE",13.7,30266,29391
2006,"WEAKFISH",452.3,997039,1016905
2006,"WHELK, CHANNELED",526.3,1160334,4978483
2006,"WHELK, KNOBBED",155.5,342826,1076220
2006,"WHITEFISH, LAKE",4243.8,9355906,6753663
2006,"WHITEFISH, ROUND",13.9,30550,11047
2006,"WOLF-EEL",0.5,1157,1088
2006,"WOLFFISH, ATLANTIC",78.3,172657,115901
2006,"YELLOWTAIL JACK",18.3,40303,52982
2007,"ABALONES",0.5,1154,4688
2007,"ALEWIFE",413.1,910703,198266
2007,"AMBERJACK",93.3,205712,171869
2007,"AMBERJACK, GREATER",490.7,1081805,1145131
2007,"AMBERJACK, LESSER",14.2,31388,38785
2007,"ANCHOVIES",37.1,81715,24018
2007,"ANCHOVY, NORTHERN",10541.2,23239138,1136547
2007,"ARGENTINES",8.6,18905,7078
2007,"ATKA MACKEREL",57589.2,126961042,14253016
2007,"AUSTRALIAN ROCKLING",3.4,7534,4495
2007,"BALLYHOO",443.3,977251,785213
2007,"BARRACUDA, PACIFIC",40.9,90122,60812
2007,"BARRACUDAS",67.7,149325,134718
2007,"BARRELFISH",11.1,24501,55268
2007,"BASS, LONGTAIL",0.2,422,417
2007,"BASS, ROCK",1.3,2870,2453
2007,"BASS, STRIPED",3326.2,7332950,15693186
2007,"BASS, WHITE",224.7,495400,337855
2007,"BIGEYE",4.3,9403,5240
2007,"BILLFISHES",0.3,736,373
2007,"BLACK DRIFTFISH",3.7,8181,11055
2007,"BLOODWORMS",249,549045,6050900
2007,"BLUEFISH",3469,7647756,2726277
2007,"BONITO, ATLANTIC",52.1,114860,193851
2007,"BONITO, PACIFIC",221.6,488431,158887
2007,"BOWFIN",47.4,104528,111318
2007,"BROTULA, BEARDED",5,10946,12823
2007,"BUFFALOFISHES",1913.6,4218794,885597
2007,"BURBOT",7.1,15688,6667
2007,"BUTTERFISH",1167.7,2574412,1378264
2007,"BUTTERFLYFISHES",0,55,54
2007,"CABEZON",47.3,104363,491696
2007,"CARP, COMMON",613.9,1353434,262902
2007,"CARP, GRASS",55.3,121982,23992
2007,"CARPS AND MINNOWS",23.6,52013,269670
2007,"CATFISH, BLUE",1823,4018917,1981582
2007,"CATFISH, CHANNEL",316.7,698173,385595
2007,"CATFISH, FLATHEAD",122.1,269138,140889
2007,"CATFISHES & BULLHEADS",1659.6,3658697,1796929
2007,"CHUBS",547,1205952,1369653
2007,"CLAM, ARC, BLOOD",9.4,20758,18869
2007,"CLAM, ATLANTIC JACKKNIFE",46.7,103051,429060
2007,"CLAM, ATLANTIC SURF",25304.6,55786606,34102854
2007,"CLAM, BUTTER",8.1,17815,18367
2007,"CLAM, MANILA",612.7,1350726,21771882
2007,"CLAM, NORTHERN QUAHOG",4022,8866867,54258186
2007,"CLAM, OCEAN QUAHOG",9602.2,21168960,13293827
2007,"CLAM, PACIFIC GEODUCK",1156.2,2548910,36960187
2007,"CLAM, PACIFIC LITTLENECK",16.2,35643,98999
2007,"CLAM, PACIFIC RAZOR",5.4,11969,62116
2007,"CLAM, PACIFIC, GAPER",1,2228,6774
2007,"CLAM, QUAHOG",292.3,644472,4262689
2007,"CLAM, SOFTSHELL",1776.8,3917100,24393115
2007,"CLAMS OR BIVALVES",9327.9,20564370,11835155
2007,"COBIA",80.9,178452,438567
2007,"COCKLE, NUTTALL",24.4,53849,71700
2007,"COD, ATLANTIC",7657.9,16882513,27070825
2007,"COD, PACIFIC",221158.5,487565999,224300686
2007,"CONEY",0,11,21
2007,"CRAB, ATLANTIC ROCK",1958.7,4318122,1987393
2007,"CRAB, BLUE",70292.8,154967500,142552467
2007,"CRAB, BLUE, PEELER",744.3,1640849,3729938
2007,"CRAB, BLUE, SOFT",189,416614,2430062
2007,"CRAB, BLUE, SOFT AND PEELER",25.1,55266,450765
2007,"CRAB, DEEPSEA GOLDEN",198,436505,644713
2007,"CRAB, DEEPSEA RED",983.3,2167867,1973754
2007,"CRAB, DUNGENESS",25852,56993261,132999296
2007,"CRAB, FLORIDA STONE CLAWS",2722.9,6002934,26769442
