"TaxonKey","TaxonName","CommonName","TargetGrpNum","ISSCAAP","ClaCode","OrdCode","FamCode","GenCode","SpeCode"
608445,"Coelorinchus chilensis","Chilean grenadier",14,32,6,44,185,2217,8445
608483,"Lepidorhynchus denticulatus","Thorntooth grenadier",8,32,6,44,185,1274,8483
608490,"Rexea solandri","Silver gemfish",15,37,6,60,414,5684,8490
608540,"Aphanopus intermedius","Intermediate scabbardfish",15,34,6,60,415,21,8540
608556,"Pseudopleuronectes herzensteini","Yellow striped flounder",23,31,6,61,440,4800,8556
608726,"Alphestes afer","Mutton hamlet",16,33,6,60,289,8032,8726
608816,"Cephalopholis fulva","Coney",17,33,6,60,289,6535,8816
608838,"Clidoderma asperrimum","Roughscale sole",23,31,6,61,440,2908,8838
608845,"Hippoglossoides dubius","Flathead flounder",23,31,6,61,440,1379,8845
608848,"Pelotretis flavilatus","Southern lemon sole",23,31,6,61,440,5050,8848
608852,"Solea senegalensis","Senegalese sole",23,31,6,61,441,579,8852
608900,"Dipturus nidarosiensis","Norwegian skate",22,38,4,14,19,3644,8900
608924,"Raja asterias","Mediterranean starry ray",21,38,4,14,19,1309,8924
608929,"Raja radula","Rough ray",21,38,4,14,19,1309,8929
608936,"Rajella bigelowi","Bigelows ray",21,38,4,14,19,5565,8936
608991,"Spectrunculus grandis","Pudgy cuskeel",15,34,6,45,186,10262,8991
609000,"Hydrolagus mirabilis","Largeeyed rabbitfish",21,38,3,3,25,7490,9000
609005,"Rhinochimaera atlantica","Straightnose rabbitfish",22,38,3,3,26,4147,9005
609033,"Gymnothorax maderensis","Sharktooth moray",5,33,6,26,56,3758,9033
609146,"Neocyttus rhomboidalis","Spiky oreo",8,34,6,55,250,630,9146
609171,"Alepocephalus agassizii","Agassiz slickhead",11,23,6,35,86,960,9171
609204,"Encheliophis gracilis","Graceful pearlfish",5,39,6,45,187,3521,9204
609217,"Epinephelus caninus","Dogtooth grouper",6,33,6,60,289,7755,9217
609256,"Amblyraja hyperborea","Arctic skate",21,38,4,14,19,2579,9256
609386,"Mycteroperca acutirostris","Comb grouper",17,33,6,60,289,4738,9386
609391,"Mycteroperca fusca","Island grouper",18,33,6,60,289,4738,9391
609648,"Zenarchopterus dispar","Feathered river garfish",1,39,6,51,475,5995,9648
609888,"Cubiceps capensis","Cape fathead",2,37,6,60,422,1399,9888
609891,"Pristigenys meyeri","Baga",16,33,6,60,303,6632,9891
609902,"Priacanthus alalaua","Alalaua",4,33,6,60,303,5555,9902
609907,"Gerres nigri","Guinean striped mojarra",13,33,6,60,326,2344,9907
609908,"Plectorhinchus macrolepis","Biglip grunt",14,33,6,60,327,3342,9908
609994,"Sicyopterus lagocephalus","Red-tailed goby",4,33,6,60,405,3355,9994
610106,"Nemadactylus macropterus","Tarakihi",5,39,6,60,355,2944,10106
610126,"Rhinobatos holcorhynchus","Slender guitarfish",22,38,4,14,17,1540,10126
610145,"Gymnothorax neglectus","Moray eel",6,33,6,26,56,3758,10145
610190,"Schedophilus pemarco","Pemarco blackfish",14,34,6,60,421,808,10190
610202,"Sphyraena viridensis","Yellowmouth barracuda",3,39,6,60,360,997,10202
610220,"Netuma thalassina","Giant catfish",6,33,6,32,145,9985,10220
610238,"Benthosema pterotum","Skinnycheek lanternfish",7,34,6,40,167,1476,10238
610256,"Lophius vomerinus","Devil anglerfish",5,34,6,47,190,2156,10256
610285,"Ostichthys kaianus","Kai soldierfish",11,33,6,53,243,7416,10285
610301,"Takifugu vermicularis","Purple puffer",5,33,6,62,448,320,10301
610307,"Cheilopogon agoo","Japanese flyingfish",2,37,6,51,206,4971,10307
610308,"Patagonotothen ramsayi","Longtail southern cod",14,33,6,60,382,10438,10308
610430,"Diapterus peruvianus","Peruvian mojarra",4,33,6,60,326,6023,10430
610676,"Cyttus traversi","King dory",11,34,6,55,629,6891,10676
611002,"Cynoscion stolzmanni","Stolzmanns weakfish",6,33,6,60,331,5172,11002
611111,"Centropyge shepardi","Mango angelfish",16,33,6,60,460,10313,11111
611223,"Tragulichthys jaculiferus","Longspine burrfish",4,39,6,62,449,8247,11223
611512,"Albula glossodonta","Roundjaw bonefish",18,35,6,24,48,1008,11512
611704,"Sebastolobus macrochir","Broadbanded thornyhead",5,33,6,59,573,4106,11704
611713,"Congresox talabonoides","Indian pike conger",6,33,6,26,504,5,11713
611783,"Ambassis buruensis","Buru glass perchlet",4,33,6,60,509,3334,11783
611820,"Abudefduf luridus","Canary damsel",16,39,6,60,350,7803,11820
611868,"Chromis limbata","Azores chromis",16,39,6,60,350,2049,11868
612005,"Paratrachichthys trailli","Sandpaper fish",7,34,6,53,236,1165,12005
612081,"Plagioscion surinamensis","Pacora",14,33,6,60,331,798,12081
612084,"Sebastes oculatus","Patagonian redfish",5,33,6,59,573,2902,12084
612128,"Niphon spinosus","Ara",5,33,6,60,289,7236,12128
612238,"Salangichthys microdon","Japanese icefish",4,23,6,35,82,7367,12238
612288,"Plagiogeneion rubiginosum","Rubyfish",11,34,6,60,322,4602,12288
612302,"Decapterus muroadsi","Amberstripe scad",2,37,6,60,314,10590,12302
612354,"Paristiopterus labiosus","Giant boarfish",5,39,6,60,345,7309,12354
612357,"Pentaceros decacanthus","Bigspined boarfish",11,39,6,60,345,4265,12357
612361,"Pseudopentaceros wheeleri","Slender armorhead",2,39,6,60,345,990,12361
612547,"Coregonus muksun","Muksun",15,23,6,36,76,7065,12547
612586,"Himantura granulata","Mangrove whipray",22,38,4,14,20,1187,12586
612587,"Himantura fai","Pink whipray",22,38,4,14,20,1187,12587
612596,"Myripristis chryseres","Yellowfin soldierfish",16,33,6,53,243,5158,12596
612620,"Synodus dermatogenys","Sand lizardfish",16,33,6,39,160,3034,12620
612663,"Halichoeres hortulanus","Checkerboard wrasse",16,33,6,60,362,1901,12663
612744,"Bodianus loxozonus","Blackfin hogfish",17,33,6,60,362,1995,12744
612848,"Liopropoma maculatum","Liopropoma maculatum",4,33,6,60,289,3788,12848
612857,"Oligosarcus hepsetus","Pike characin",18,13,NA,NA,NA,NA,NA
612895,"Hyporhamphus dussumieri","Dussumier's halfbeak",17,39,6,51,475,2029,12895
612896,"Neoniphon aurolineatus","Yellowstriped squirrelfish",16,33,6,53,243,3,12896
612909,"Aplodactylus punctatus","Aplodactylus punctatus",5,39,6,60,354,5737,12909
612917,"Prolatilus jugularis","Pacific sandperch",5,39,6,60,371,7923,12917
612918,"Seriolella brama","Common warehou",14,34,6,60,421,7032,12918
612919,"Seriolella caerulea","White warehou",8,34,6,60,421,7032,12919
612920,"Kathetostoma giganteum","Giant stargazer",5,39,6,60,378,8497,12920
612922,"Seriolella punctata","Silver warehou",14,34,6,60,421,7032,12922
612925,"Porichthys porosissimus","Toadfish",4,33,6,46,189,5331,12925
612928,"Pinguipes brasilianus","Brazilian sandperch",5,39,6,60,371,1913,12928
612930,"Stromateus brasiliensis","Southwest Atlantic butterfish",14,37,6,60,425,5813,12930
612942,"Pinguipes chilensis","Chilean sandperch",5,39,6,60,371,1913,12942
612961,"Synodus englemani","Englemans lizardfish",16,33,6,39,160,3034,12961
612962,"Allocyttus niger","Black oreo",8,34,6,55,250,9151,12962
612996,"Polymixia japonica","Silver eye",8,39,6,42,238,2622,12996
613015,"Nibea albiflora","Yellow drum",14,33,6,60,331,7311,13015
613025,"Sparisoma cretense","Old parrotfish",17,33,6,60,364,4306,13025
613050,"Halichoeres zeylonicus","Goldstripe wrasse",16,33,6,60,362,1901,13050
613135,"Hyporhamphus ihi","Halfbeak",1,39,6,51,475,2029,13135
613139,"Meuschenia scaber","Velvet leatherjacket",4,39,6,62,517,5300,13139
613144,"Zearaja nasuta","New Zealand rough skate",22,38,4,14,19,8601,13144
613145,"Dipturus innominatus","New Zealand smooth skate",22,38,4,14,19,3644,13145
613146,"Hydrolagus novaezealandiae","Dark ghost shark",21,38,3,3,25,7490,13146
613178,"Dasyatis longa","Longtail stingray",22,38,4,14,20,1943,13178
613429,"Achirus klunzingeri","Brown sole",23,31,6,61,516,188,13429
613558,"Engyophrys sanctilaurentii","Speckled-tail flounder",23,31,6,61,439,3019,13558
613632,"Symphurus atramentatus","Inkspot tonguefish",23,31,6,61,442,1555,13632
613664,"Pennahia anea","Bigeye croaker",14,33,6,60,331,10381,13664
613720,"Haemulopsis leuciscus","Raucous grunt",5,33,6,60,327,7959,13720
613721,"Haemulopsis nitidus","Shining grunt",4,33,6,60,327,7959,13721
613734,"Haemulopsis axillaris","Yellowstripe grunt",4,33,6,60,327,7959,13734
613738,"Pomadasys macracanthus","Longspine grunt",14,33,6,60,327,3076,13738
613740,"Pomadasys panamensis","Panama grunt",5,33,6,60,327,3076,13740
613800,"Bodianus scrofa","Barred hogfish",17,33,6,60,362,1995,13800
613810,"Sphoeroides marmoratus","Guinean puffer",18,33,6,62,448,4586,13810
613954,"Cyclopsetta querna","Toothed flounder",23,31,6,61,514,10222,13954
613966,"Hippoglossina macrops","Bigeye flounder",23,31,6,61,514,8207,13966
613967,"Hippoglossina tetrophthalma","Fourspot flounder",23,31,6,61,514,8207,13967
613978,"Syacium ovale","Oval flounder",23,31,6,61,514,6022,13978
613998,"Micropogonias altipinnis","Tallfin croaker",14,33,6,60,331,124,13998
614009,"Larimus pacificus","Pacific drum",1,33,6,60,331,5623,14009
614015,"Larimus acclivis","Steeplined drum",1,33,6,60,331,5623,14015
614018,"Isopisthus remifer","Silver weakfish",14,33,6,60,331,8424,14018
614030,"Cynoscion reticulatus","Mexican striped weakfish",5,33,6,60,331,5172,14030
614063,"Mullus argentinae","Argentine goatfish",4,33,6,60,332,2801,14063
614069,"Paralonchurus dumerilii","Suco croaker",5,33,6,60,331,8709,14069
614084,"Stellifer illecebrosus","Silver stardrum",4,33,6,60,331,3811,14084
614090,"Stellifer zestocarus","Softhead stardrum",4,33,6,60,331,3811,14090
614129,"Centroberyx affinis","Redfish",14,39,6,53,240,5394,14129
614143,"Atlantoraja castelnaui","Spotback skate",22,38,4,14,19,5264,14143
614146,"Peprilus snyderi","Salema butterfish",14,37,6,60,425,2567,14146
614155,"Synodus scituliceps","Shorthead lizardfish",5,33,6,39,160,3034,14155
614220,"Scorpaena russula","Reddish scorpionfish",4,34,6,59,264,4531,14220
614242,"Centriscops humerosus","Banded yellowfish",11,39,6,57,256,9588,14242
614248,"Diplectrum pacificum","Inshore sand perch",4,33,6,60,289,10490,1203
614266,"Notopogon lilliei","Crested bellowfish",4,39,6,57,256,8234,14266
614282,"Nemadactylus monodactylus","St. Pauls fingerfin",14,39,6,60,355,2944,14282
614290,"Thunnus orientalis","Pacific bluefin tuna",3,36,6,60,416,8961,14290
614296,"Pronotogrammus eos","Bigeye bass",10,33,6,60,289,6264,14296
614300,"Chaetodon lunulatus","Oval butterflyfish",16,39,6,60,343,364,14300
614303,"Hemiramphus archipelagicus","Jumping halfbeak",2,39,6,51,475,5247,14303
614327,"Pterygotrigla picta","Spotted gurnard",11,34,6,59,266,2569,14327
614354,"Lepidoperca pulchella","Orange perch",4,33,6,60,289,8693,14354
614383,"Scarus persicus","Gulf parrotfish",14,33,6,60,364,4784,14383
614575,"Cyttus novaezealandiae","New Zealand dory",5,34,6,55,629,6891,14575
614693,"Merluccius gayi peruanus","Peruvian hake",11,32,6,44,184,1339,14693
614701,"Mugil trichodon","Fantail mullet",2,33,6,63,359,3595,14701
614983,"Plesiops corallicola","Bluegill longfin",16,33,6,60,294,984,14983
615086,"Caprodon longimanus","Pink maomao",17,33,6,60,289,585,15086
615380,"Rhynchobatus australiae","Whitespotted wedgefish",22,38,4,14,17,3787,15380
615483,"Himantura gerrardi","Sharpnose stingray",22,38,4,14,20,1187,15483
615628,"Naso caesius","Gray unicornfish",17,33,6,60,412,9831,15628
616305,"Mesogobius batrachocephalus","Knout goby",5,33,6,60,405,7748,16305
616720,"Symbolophorus barnardi","Barnards lanternfish",7,34,6,40,167,7292,16720
617190,"Myripristis woodsi","Whitespot soldierfish",16,33,6,53,243,5158,17190
617286,"Trachyscorpia cristulata echinata","Spiny scorpionfish",11,33,6,59,573,7836,17286
617304,"Candidia barbata","Candidia barbata",4,11,6,30,122,5534,17304
617471,"Acanthurus gahhm","Black surgeonfish",17,33,6,60,412,9710,17471
622522,"Aseraggodes melanostictus","Mottled sole",23,31,6,61,441,1558,22522
622620,"Spaniblennius riodourensis","Rio de Oreo blenny",4,39,6,60,392,10060,22620
623049,"Cheilopogon unicolor","Limpidwing flyingfish",2,37,6,51,206,4971,23049
623130,"Gymnothorax elegans","Elegant moray",5,33,6,26,56,3758,23130
623333,"Odontanthias borbonius","Checked swallowtail",1,33,6,60,289,9176,23333
623343,"Sargocentron furcatum","Sargocentron furcatum",16,33,6,53,243,10547,23343
623878,"Eptatretus cirrhatus","Broadgilled hagfish",11,39,1,1,2,57,23878
624115,"Liparis tanakae","Tanaka's snailfish",5,39,6,59,615,2153,24115
624237,"Lepidopsetta bilineata","Rock sole",23,31,6,61,440,9152,24237
624290,"Scolecenchelys australis","Shortfinned worm eel",5,39,6,26,66,7197,24290
625225,"Sicamugil cascasia","Yellowtail mullet",4,33,6,60,359,9505,25225
625760,"Cirrhilabrus balteatus","Girdled wrasse",16,33,6,60,362,10253,25760
625798,"Cryptocentrus caeruleomaculatus","Bluespeckled prawngoby",4,33,6,60,405,2066,25798
626675,"Cilus gilberti","Corvina drum",5,33,6,60,331,3766,26675
627348,"Sargocentron lepros","Spiny squirrelfish",16,33,6,53,243,10547,27348
628128,"Grammoplites suppositus","Spotfin flathead",4,33,6,59,273,2300,28128
628143,"Peprilus paru","American harvestfish",13,37,6,60,425,2567,28143
628232,"Lepidotrigla brachyoptera","Scaly gurnard",4,34,6,59,266,9693,28232
646376,"Liza klunzingeri","Klunzingers mullet",4,33,6,60,359,9885,46376
646941,"Coregonus laurettae","Bering cisco",2,23,6,36,76,7065,46941
646950,"Awaous tajasica","Sand fish",4,33,6,60,405,4570,46950
647068,"Krobia guianensis","Krobia",13,12,6,60,349,9008,47068
648134,"Clupea harengus membras","Baltic herring",2,35,6,28,43,1604,48134
648382,"Sprattus sprattus balticus","Baltic sprat",1,35,6,28,43,3908,48382
649232,"Capromimus abbreviatus","Capro dory",10,34,6,55,248,3186,49232
650023,"Synodus marchenae","Lizardfish",16,33,6,39,160,3034,50023
650099,"Urotrygon serrula","Stingray",21,38,4,14,669,8052,50099
650136,"Pseudopercis semifasciata","Argentinian sandperch",5,39,6,60,371,1222,50136
650857,"Rioraja agassizii","Rio skate",21,38,4,14,19,8916,50857
651184,"Bathyraja brachyurops","Broadnose skate",21,38,4,14,19,8903,51184
651212,"Cottoperca gobio","Channel bull blenny",5,39,6,60,381,796,51212
651636,"Zearaja chilensis","Yellownose skate",21,38,4,14,19,8601,51636
651729,"Psychrolutes marmoratus","Fathead",18,39,6,59,282,2761,51729
652474,"Bathyraja macloviana","Patagonian skate",22,38,4,14,19,8903,52474
652511,"Cleisthenes pinetorum","Sôhachi",23,31,6,61,440,5207,52511
652918,"Cynoscion guatucupa","Stripped weakfish",5,33,6,60,331,5172,52918
654031,"Sympterygia bonapartii","Smallnose fanskate",21,38,4,14,19,7081,54031
654032,"Sympterygia acuta","Bignose fanskate",22,38,4,14,19,7081,54032
654736,"Scomber colias","Atlantic chub mackerel",2,36,6,60,416,1425,54736
654793,"Brama australis","Southern rays bream",2,37,6,60,319,1624,54793
654963,"Paralichthys microps","Paralichthys microps",23,31,6,61,514,665,54963
655735,"Tomicodon chilensis","Smallsucker clingfish",18,33,6,48,434,2861,55735
656326,"Chrysiptera brownriggii","Surge damselfish",16,39,6,60,350,1450,56326
657505,"Bathyraja irrasa","Kerguelen sandpaper skate",22,38,4,14,19,8903,57505
657506,"Liza haematocheila","So-iny mullet",5,33,6,60,359,9885,57506
658000,"Cephalopholis aurantia","Golden hind",17,33,6,60,289,6535,58000
658001,"Coris gaimard","African coris",17,33,6,60,362,8550,58001
658002,"Plectranthias kamii","Basslet",4,33,6,60,289,8433,58002
658003,"Gymnothorax thyrsoideus","Greyface moray",17,39,6,26,56,3758,58003
658004,"Conger cinereus","Longfin African conger",6,34,6,26,62,8995,58004
658010,"Notothenia neglecta","Yellowbelly rockcod",14,33,6,60,382,9344,58010
658754,"Iniistius geisha","Japanese razorfish",16,33,6,60,362,5393,58754
658951,"Stegastes punctatus","Blunt snout gregory",16,39,6,60,350,768,58951
659654,"Nototheniops nybelini","Rockcod",10,33,6,60,382,5068,59654
660984,"Lobotes pacificus","Pacific tripletail",14,39,6,60,325,165,60984
661362,"Helicolenus mouchezi","Helicolenus mouchezi",11,33,6,59,573,7741,61362
661829,"Odontanthias katayamai","Fairy basslet",4,33,6,60,289,9176,61829
663860,"Muraena augusti","Black moray",6,39,6,26,56,2155,63860
665976,"Somniosus antarcticus","Southern sleeper shark",20,38,4,9,658,6376,53992
690003,"Pandalus montagui","Aesop shrimp",26,45,901009,910032,900461,911358,925895
690005,"Acetes japonicus","Akiami paste shrimp",26,45,901009,910032,900482,909540,925421
690009,"Crassostrea virginica","American cupped oyster",29,53,901062,910253,901824,903275,948095
690010,"Homarus americanus","American lobster",27,43,901009,910032,900010,909449,926021
690011,"Placopecten magellanicus","American sea scallop",29,55,901062,910253,901460,912578,947422
690013,"Metanephrops andamanicus","Andaman lobster",27,43,901009,910032,900010,908675,914789
690016,"Euphausia superba","Antarctic krill",30,46,901009,910033,900496,904979,927320
690018,"Paralomis spinosissima","Antarctic stone crab",27,44,901009,910032,900448,911061,983804
690022,"Pleoticus muelleri","Argentine red shrimp",26,45,901009,910032,900007,912707,925468
690023,"Illex argentinus","Argentine shortfin squid",25,57,901063,910267,901920,906759,957274
690024,"Artemesia longinaris","Argentine stiletto shrimp",26,45,901009,910032,900009,900786,925395
690029,"Ensis directus","Atlantic razor clam",29,56,901062,910261,901869,904610,948548
690030,"Argopecten irradians","Atlantic bay scallop",29,55,901062,910253,901460,900740,947432
690031,"Cancer irroratus","Atlantic rock crab",27,42,901009,910032,900407,901918,926784
690032,"Xiphopenaeus kroyeri","Atlantic seabob",26,45,901009,910032,900009,917031,925385
690033,"Spisula solidissima","Atlantic surf clam",29,55,901062,910261,901865,915163,947941
690036,"Mytilus planulatus","Australian mussel",29,54,901062,910251,901813,910031,983785
690039,"Panulirus cygnus","Australian spiny lobster",27,43,901009,910032,900013,911390,915028
690042,"Fenneropenaeus merguiensis","Banana prawn",26,45,901009,910032,900009,905112,914605
690043,"Pollicipes pollicipes","Atlantic barnacle",29,47,901010,910053,900770,912871,983844
690044,"Hippopus hippopus","Bear paw clam",29,56,901062,910261,902759,906386,984543
690047,"Menippe mercenaria","Black stone crab",27,42,901009,910032,900451,908517,925709
690048,"Pinctada margaritifera","Pacific pearl-oyster",29,81,901062,910256,901841,912514,947112
690049,"Haliotis rubra","Blacklip abalone",29,52,901064,910286,902757,905845,983747
690050,"Tegillarca granosa","Granular ark",29,56,901062,910248,901798,924719,983570
690051,"Aristeus antennatus","Blue and red shrimp",26,45,901009,910032,900395,900754,925510
690052,"Callinectes sapidus","Blue crab",27,42,901009,910032,900473,901800,926794
690053,"Mytilus edulis","Blue mussel",29,54,901062,910251,901813,910031,947622
690054,"Litopenaeus stylirostris","Blue shrimp",26,45,901009,910032,900009,907805,914916
690055,"Portunus pelagicus","Blue swimming crab",27,42,901009,910032,900473,913186,909329
690058,"Artemia salina","Brine shrimp",26,47,901006,910024,900250,900787,907884
690059,"Illex coindetii","Broadtail shortfin squid",25,57,901063,910253,901890,906759,958130
690060,"Perna viridis","Brown mussel",29,54,901062,910251,901813,912129,983835
690064,"Saxidomus gigantea","Butter clam",29,56,901062,910261,901881,914515,946934
690065,"Argopecten gibbus","Calico scallop",29,55,901062,910253,901460,900740,947431
690067,"Loligo vulgaris","European squid",25,57,901063,910267,901915,907848,957480
690069,"Jasus lalandii","Cape rock lobster",27,43,901009,910032,900013,906967,914807
690070,"Melicertus kerathurus","Caramote prawn",26,45,901009,910032,900009,908451,914825
690071,"Panulirus argus","Caribbean spiny lobster",27,43,901009,910032,900013,911390,926102
690075,"Ostrea chilensis","Chilean flat oyster",29,53,901062,910253,901824,911156,983793
690076,"Mytilus chilensis","Chilean mussel",29,54,901062,910251,901813,910031,983783
690077,"Heterocarpus reedi","Chilean nylon shrimp",26,45,901009,910032,900461,906238,925926
690078,"Loxechinus albus","Chilean sea urchin",29,76,901045,910206,901652,919657,9106221
690081,"Aulacomya ater","Chilean ribbed mussel",29,54,901062,910251,901813,901016,983694
690082,"Choromytilus chorus","Choro mussel",29,54,901062,910251,901813,902684,983713
690085,"Sepia officinalis","Common cuttlefish",25,57,901063,910264,901897,914767,957474
690087,"Cardium edule","Common edible cockle",29,56,901062,910261,901849,902006,983700
690088,"Octopus vulgaris","Common octopus",25,57,901063,910263,901890,910736,958190
690089,"Littorina littorea","Common periwinkle",29,52,901064,910281,902050,907812,903442
690090,"Palaemon serratus","Common prawn",26,45,901009,910032,900459,911305,924520
690091,"Crangon crangon","Common shrimp",26,45,901009,910032,900413,903246,924957
690092,"Palinurus elephas","Common spiny lobster",27,43,901009,910032,900013,911325,926132
690094,"Crassostrea corteziensis","Cortez oyster",29,53,901062,910253,901824,903275,948099
690100,"Farfantepenaeus brevirostris","Crystal shrimp",26,45,901009,910032,900009,903873,914597
690105,"Callinectes danae","Dana's swimming crab",27,42,901009,910032,900473,901800,926796
690109,"Parapenaeus longirostris","Deepwater rose shrimp",26,45,901009,910032,900009,911691,925376
690115,"Cancer magister","Dungeness crab",27,42,901009,910032,900407,901918,927124
690119,"Cancer pagurus","Edible crab",27,42,901009,910032,900407,901918,926786
690120,"Metapenaeus endeavouri","Endeavour shrimp",26,45,901009,910032,900009,908681,925233
690122,"Echinus esculentus","European edible sea urchin",29,76,901045,910206,901652,904445,949996
690123,"Ostrea edulis","European flat oyster",29,53,901062,910253,901824,911156,948103
690124,"Todarodes sagittatus","European flying squid",25,57,901063,910267,901920,916207,957559
690125,"Homarus gammarus","European lobster",27,43,901009,910032,900010,909449,926022
690126,"Solen vagina","European razor clam",29,56,901062,910261,901874,914967,983859
690127,"Concholepas concholepas","False abalone",29,52,901064,910280,902011,903061,983714
690129,"Chlamys farreri","Farrer's scallop",29,55,901062,910253,901460,902615,983709
690133,"Fenneropenaeus chinensis","Fleshy prawn",26,45,901009,910032,900009,905112,914603
690134,"Tridacna squamosa","Fluted giant clam",29,56,901062,910261,902759,916372,983871
690143,"Portunus trituberculatus","Gazami crab",27,42,901009,910032,900473,913186,983565
690146,"Haliotis gigantea","Giant abalone",29,52,901064,910286,902757,905845,983745
690147,"Tridacna gigas","Giant clam",29,56,901062,910261,902759,916372,983869
690151,"Penaeus monodon","Giant tiger prawn",26,45,901009,910032,900009,912039,925353
690153,"Mactra veneriformis","Globose clam",29,56,901062,910261,901865,908138,983771
690155,"Metapenaeus ensis","Greasyback shrimp",26,45,901009,910032,900009,908681,925234
690156,"Pecten maximus","Great Atlantic scallop",29,55,901062,910253,901460,911953,947521
690157,"Pecten jacobaeus","Great Mediterranean scallop",29,55,901062,910253,901460,911953,983807
690158,"Carcinus maenas","Green crab",27,42,901009,910032,900473,901987,926397
690161,"Sagmariasus verreauxi","Green rock lobster",27,43,901009,910032,900013,923975,915015
690163,"Penaeus semisulcatus","Green tiger prawn",26,45,901009,910032,900009,912039,925354
690166,"Ruditapes decussatus","Grooved carpet shell",29,56,901062,910261,901881,914358,983851
690167,"Microcosmus sulcatus","Grooved sea squirt",29,74,901028,910092,900996,908790,983779
690168,"Parapenaeopsis atlantica","Guinea shrimp",26,45,901009,910032,900009,911690,925248
690169,"Scapharca cornea","Halfcrenated ark",29,56,901062,910248,901798,914534,983574
690176,"Mactra sachalinensis","Hen clam",29,56,901062,910261,901865,908138,983770
690177,"Saccostrea cuccullata","Hooded oyster",29,53,901062,910253,901824,914401,948108
690180,"Turbo cornutus","Horned turban",29,52,901064,910286,901954,916542,983873
690182,"Limulus polyphemus","Horseshoe crab",29,75,901011,910059,900034,907699,900026
690185,"Chlamys islandica","Iceland scallop",29,55,901062,910253,901460,902615,947720
690186,"Crassostrea madrasensis","Indian backwater oyster",29,53,901062,910253,901824,903275,983724
690189,"Fenneropenaeus indicus","Indian white prawn",26,45,901009,910032,900009,905112,914604
690190,"Scylla serrata","Indo-Pacific swamp crab",27,42,901009,910032,900473,914695,921355
690191,"Scapharca broughtoni","Inflated ark",29,56,901062,910248,901798,914534,983855
690194,"Haliporoides sibogae","Jackknife shrimp",26,45,901009,910032,900007,905851,925487
690195,"Haliotis discus","Japanese abalone",29,52,901064,910286,902757,905845,983743
690196,"Ruditapes philippinarum","Japanese carpet shell",29,56,901062,910261,901881,914358,983852
690197,"Corbicula japonica","Japanese corbicula",29,56,901062,910261,901854,903152,983720
690198,"Todarodes pacificus","Japanese flying squid",25,57,901063,910267,901920,916207,958009
690199,"Meretrix lusoria","Japanese hard clam",29,56,901062,910261,901881,908527,983776
690200,"Pinctada fucata","Japanese pearl oyster",29,81,901062,910256,901841,912514,983837
690201,"Apostichopus japonicus","Japanese sea cucumber",29,76,901046,910214,900102,900632,950326
690203,"Cancer borealis","Jonah crab",27,42,901009,910032,900407,901918,926783
690205,"Jasus frontalis","Juan Fernandez rock lobster",27,43,901009,910032,900013,906967,914806
690206,"Dosidicus gigas","Jumbo flying squid",25,57,901063,910267,901920,904271,958134
690211,"Lithodes ferox","King crab",27,44,901009,910032,900448,907791,983761
690215,"Haliporoides triarthrus","Knife shrimp",26,45,901009,910032,900007,905851,925488
690216,"Solenocera crassicornis","Coastal mud shrimp",26,45,901009,910032,900007,914969,925479
690217,"Solenocera agassizii","Kolibri shrimp",26,45,901009,910032,900007,914969,925477
690218,"Mytilus coruscus","Korean mussel",29,54,901062,910251,901813,910031,983784
690219,"Marsupenaeus japonicus","Kuruma prawn",26,45,901009,910032,900009,908285,914613
690227,"Doryteuthis pealeii","Longfin inshore squid",25,57,901063,910267,901915,925027,957477
690228,"Panulirus longipes","Longlegged spiny lobster",27,43,901009,910032,900013,911390,915034
690229,"Crassostrea belcheri","Lugubrious cupped oyster",29,53,901062,910253,901824,903275,983721
690230,"Mesodesma donacium","Macha clam",29,56,901062,910261,901866,908586,983778
690232,"Crassostrea rhizophorae","Mangrove cupped oyster",29,53,901062,910253,901824,903275,948100
690233,"Corbicula manilensis","Asiatic clam",29,51,901062,910261,901854,903152,948776
690241,"Mytilus galloprovincialis","Mediterranean mussel",29,54,901062,910251,901813,910031,947624
690242,"Carcinus aestuarii","Mediterranean shore crab",27,42,901009,910032,900473,901987,983699
690249,"Metanephrops mozambicus","Mozambique lobster",27,43,901009,910032,900010,908675,914797
690250,"Panulirus polyphagus","Mud spiny lobster",27,43,901009,910032,900013,911390,915037
690253,"Palinurus delagoae","Natal spiny lobster",27,43,901009,910032,900013,911325,915022
690256,"Ostrea lutaria","New Zealand dredge oyster",29,53,901062,910253,901824,911156,983795
690257,"Metanephrops challengeri","New Zealand lobster",27,43,901009,910032,900010,908675,914794
690258,"Perna canaliculus","New Zealand green mussel",29,54,901062,910251,901813,912129,983833
690259,"Pecten novaezelandiae","New Zealand scallop",29,55,901062,910253,901460,911953,983809
690262,"Chlamys nobilis","Noble scallop",29,55,901062,910253,901460,902615,983710
690265,"Farfantepenaeus aztecus","Northern brown shrimp",26,45,901009,910032,900009,903873,914595
690268,"Farfantepenaeus duorarum","Northern pink shrimp",26,45,901009,910032,900009,903873,914599
690269,"Pandalus borealis","Northern prawn",26,45,901009,910032,900461,911358,925892
690270,"Mercenaria mercenaria","Northern quahog",29,56,901062,910261,901881,908524,948853
690271,"Illex illecebrosus","Northern shortfin squid",25,57,901063,910267,901920,906759,958129
690272,"Litopenaeus setiferus","Northern white shrimp",26,45,901009,910032,900009,907805,914915
